epoch,max_memory_allocated,max_memory_reserved,step,train/alpha_high,train/alpha_low,train/ce_loss,train/ce_loss_l4plus,train/direct_res_loss,train/loss,train/scheme_d_loss_final_l4plus,train/scheme_post3_loss,train/si_sdr_loss,train/spec_loss,train/wave_l1,train_loss,training_time,val/alpha_high,val/alpha_low,val/ce_loss,val/ce_loss_l4plus,val/direct_res_loss,val/loss,val/scheme_d_loss_final_l4plus,val/scheme_post3_loss,val/si_sdr_loss,val/spec_loss,val/wave_l1,val_loss
0,,,49,0.05004016309976578,0.0500393807888031,4.808010578155518,5.552402019500732,0.988532304763794,7.738950729370117,5.576751232147217,5.576751232147217,-2.2864201068878174,0.9274794459342957,0.351735919713974,,,,,,,,,,,,,,
0,,,99,0.05004016309976578,0.0500393807888031,4.435775279998779,5.154411792755127,1.0087997913360596,7.765933990478516,5.183530330657959,5.183530330657959,-0.02234947681427002,0.9065824747085571,0.33574554324150085,,,,,,,,,,,,,,
0,,,149,0.05004016309976578,0.0500393807888031,4.842437744140625,5.608795166015625,0.990010678768158,8.019177436828613,5.6418375968933105,5.6418375968933105,-1.3919299840927124,0.8881257772445679,0.38879457116127014,,,,,,,,,,,,,,
0,,,199,0.05004016309976578,0.0500393807888031,4.502535820007324,5.30300760269165,0.998802900314331,7.1151442527771,5.318356990814209,5.318356990814209,-3.396663188934326,0.8649084568023682,0.306204617023468,,,,,,,,,,,,,,
0,,,249,0.05004016309976578,0.0500393807888031,3.4923059940338135,4.618528842926025,0.9989603161811829,7.290136814117432,4.686594009399414,4.686594009399414,-0.16902455687522888,0.8827707767486572,0.37780842185020447,,,,,,,,,,,,,,
0,,,299,0.05004016309976578,0.0500393807888031,4.474062919616699,5.321323871612549,0.9888216853141785,7.221508502960205,5.35959005355835,5.35959005355835,-3.4406538009643555,0.8769822120666504,0.3421228229999542,,,,,,,,,,,,,,
0,,,299,,,,,,,,,,,,,,0.050010304898023605,0.05001029744744301,4.1985015869140625,4.740781784057617,1.0061297416687012,7.096707344055176,4.714491844177246,4.714491844177246,-1.5827281475067139,0.9230153560638428,0.3848080039024353,7.096707344055176
0,,,299,,,,,,,,,,,,7.666013240814209,,,,,,,,,,,,,
1,,,349,0.05004016309976578,0.0500393807888031,5.023043632507324,5.704061985015869,0.9885323643684387,7.888043403625488,5.725843906402588,5.725843906402588,-2.2864203453063965,0.9274792075157166,0.351735919713974,,,,,,,,,,,,,,
1,,,399,0.05004016309976578,0.0500393807888031,4.691029071807861,5.283712387084961,1.0087997913360596,7.890796661376953,5.308393478393555,5.308393478393555,-0.022349298000335693,0.9065823554992676,0.33574554324150085,,,,,,,,,,,,,,
1,,,449,0.05004016309976578,0.0500393807888031,4.804286479949951,5.484984874725342,0.990010678768158,7.882002830505371,5.504663467407227,5.504663467407227,-1.3919299840927124,0.8881258368492126,0.38879460096359253,,,,,,,,,,,,,,
1,,,499,0.05004016309976578,0.0500393807888031,4.444998741149902,5.226700782775879,0.9988027811050415,7.032657623291016,5.235869884490967,5.235869884490967,-3.3966634273529053,0.8649088144302368,0.306204617023468,,,,,,,,,,,,,,
1,,,549,0.05004016309976578,0.0500393807888031,3.698974609375,4.775720596313477,0.9989602565765381,7.430992603302002,4.827449798583984,4.827449798583984,-0.16902464628219604,0.8827707171440125,0.37780842185020447,,,,,,,,,,,,,,
1,,,599,0.05004016309976578,0.0500393807888031,4.9377031326293945,5.719725131988525,0.9888216853141785,7.596175670623779,5.734256744384766,5.734256744384766,-3.4406538009643555,0.8769822120666504,0.3421228229999542,,,,,,,,,,,,,,
1,,,599,,,,,,,,,,,,,,0.05001825839281082,0.050018250942230225,4.202750205993652,5.5522847175598145,1.0060553550720215,7.959011077880859,5.576881408691406,5.576881408691406,-1.5827893018722534,0.9230197668075562,0.384806364774704,7.959011077880859
1,,,599,,,,,,,,,,,,7.69439172744751,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,366.23399999999856,,,,,,,,,,,,
,1025180160,1201668096,1,,,,,,,,,,,,,,,,,,,,,,,,,
