epoch,max_memory_allocated,max_memory_reserved,step,train/ce_l4plus_base,train/ce_l4plus_fused,train/ce_loss,train/ce_loss_l4plus,train/loss,train/scheme_d_gate_entropy,train/scheme_d_gate_mean,train/scheme_d_gate_polar_penalty,train/scheme_d_gate_std,train/scheme_d_loss_acoustic_l4plus,train/scheme_d_loss_final_l4plus,train_loss,training_time,val/ce_l4plus_base,val/ce_l4plus_fused,val/ce_loss,val/ce_loss_l4plus,val/loss,val/scheme_d_gate_entropy,val/scheme_d_gate_mean,val/scheme_d_gate_polar_penalty,val/scheme_d_gate_std,val/scheme_d_loss_acoustic_l4plus,val/scheme_d_loss_final_l4plus,val_loss
0,,,49,5.552396774291992,5.750500202178955,4.808002948760986,5.552396774291992,6.876584053039551,-0.6902092099189758,0.486572265625,0.24853515625,0.03582763671875,6.876584053039551,5.750500202178955,,,,,,,,,,,,,,
0,,,59,,,,,,,,,,,,,,5.7113237380981445,5.9506330490112305,4.651447296142578,5.7113237380981445,6.938146591186523,-0.6899155378341675,0.4959716796875,0.24835205078125,0.039642333984375,6.938146591186523,5.9506330490112305,6.938146591186523
0,,,59,,,,,,,,,,,,6.9158711433410645,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,74.86000000000058,,,,,,,,,,,,
,912964096,1161822208,1,,,,,,,,,,,,,,,,,,,,,,,,,
