epoch,max_memory_allocated,max_memory_reserved,step,train/ce_l4plus_base,train/ce_l4plus_fused,train/ce_loss,train/ce_loss_l4plus,train/direct_res_loss,train/loss,train/scheme_d_gate_entropy,train/scheme_d_gate_mean,train/scheme_d_gate_polar_penalty,train/scheme_d_gate_std,train/scheme_d_loss_acoustic_l4plus,train/scheme_d_loss_distribution_alignment,train/scheme_d_loss_final_l4plus,train/scheme_d_loss_prototype_alignment,train/scheme_d_loss_reg_latent,train/scheme_d_loss_residual_correction,train/si_sdr_loss,train/spec_loss,train/wave_l1,train_loss,training_time,val/ce_l4plus_base,val/ce_l4plus_fused,val/ce_loss,val/ce_loss_l4plus,val/direct_res_loss,val/loss,val/scheme_d_gate_entropy,val/scheme_d_gate_mean,val/scheme_d_gate_polar_penalty,val/scheme_d_gate_std,val/scheme_d_loss_acoustic_l4plus,val/scheme_d_loss_distribution_alignment,val/scheme_d_loss_final_l4plus,val/scheme_d_loss_prototype_alignment,val/scheme_d_loss_reg_latent,val/scheme_d_loss_residual_correction,val/si_sdr_loss,val/spec_loss,val/top1_acc_l4plus_4,val/wave_l1,val_loss
0,,,49,5.023758888244629,5.325385570526123,4.1287455558776855,5.023758888244629,0.9835628867149353,13.695159912109375,-0.6924942135810852,0.48193359375,0.2496337890625,0.0,6.927095413208008,2.625343084335327,5.325385570526123,6.053478717803955,0.9485051035881042,1.9296153783798218,-1.5392093658447266,0.9327390789985657,0.3760610520839691,,,,,,,,,,,,,,,,,,,,,,,
0,,,99,5.478387832641602,5.69099235534668,4.655025005340576,5.478387832641602,0.9835543632507324,13.653264045715332,-0.69249427318573,0.48193359375,0.2496337890625,0.0,6.923580646514893,2.6253421306610107,5.69099235534668,6.053475379943848,0.8977890610694885,1.9473094940185547,-3.165572166442871,0.9221193194389343,0.3402616083621979,,,,,,,,,,,,,,,,,,,,,,,
0,,,99,,,,,,,,,,,,,,,,,,,,,,4.908577919006348,5.29982328414917,4.149325847625732,4.908577919006348,1.0073280334472656,13.72463321685791,-0.6926588416099548,0.484375,0.249755859375,0.0,6.939382076263428,2.6237339973449707,5.29982328414917,6.083410739898682,0.9755680561065674,1.937427043914795,-1.5821417570114136,0.9251216650009155,0.0,0.3848325312137604,13.72463321685791
0,,,99,,,,,,,,,,,,,,,,,,,,13.951919555664062,,,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,,201.1869999999999,,,,,,,,,,,,,,,,,,,,,
,1004557312,1201668096,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
