epoch,max_memory_allocated,max_memory_reserved,step,train/cont_front3_ce,train/cont_loss_coarse,train/cont_loss_enhanced,train/cont_loss_noisy,train/cont_ms_spec_loss,train/cont_res_abs_mean,train/cont_spec_loss,train/cont_wave_l1,train/loss,train_loss,training_time,val/cont_front3_ce,val/cont_loss_coarse,val/cont_loss_enhanced,val/cont_loss_noisy,val/cont_ms_spec_loss,val/cont_res_abs_mean,val/cont_spec_loss,val/cont_wave_l1,val/loss,val_loss
0,,,49,3.823892593383789,-5.9646501541137695,-5.980302810668945,-5.9646501541137695,2.99168062210083,0.01806938275694847,2.4447340965270996,0.4169120490550995,0.8285930156707764,,,,,,,,,,,,
0,,,99,4.380523681640625,-2.5873045921325684,-2.589386463165283,-2.5873045921325684,6.728402614593506,0.020059378817677498,3.4109857082366943,0.583827793598175,8.957788467407227,,,,,,,,,,,,
0,,,99,,,,,,,,,,,,3.905740737915039,-3.1526236534118652,-3.1547276973724365,-3.1526236534118652,6.400039196014404,0.03542143851518631,3.860672950744629,0.568630576133728,8.003179550170898,8.003179550170898
0,,,99,,,,,,,,,,4.394592761993408,,,,,,,,,,,
,,,0,,,,,,,,,,,163.03099999999904,,,,,,,,,,
,1438586880,1702887424,1,,,,,,,,,,,,,,,,,,,,,
