epoch,max_memory_allocated,max_memory_reserved,step,train/cont_front3_ce,train/cont_loss_coarse,train/cont_loss_enhanced,train/cont_loss_noisy,train/cont_spec_loss,train/cont_wave_l1,train/loss,train_loss,training_time,val/cont_front3_ce,val/cont_loss_coarse,val/cont_loss_enhanced,val/cont_loss_noisy,val/cont_spec_loss,val/cont_wave_l1,val/loss,val_loss
0,,,49,3.8238539695739746,-5.9646501541137695,-5.964671611785889,-5.9646501541137695,2.4449357986450195,0.4172181487083435,-0.6508402824401855,,,,,,,,,,
0,,,99,4.380552768707275,-2.5873045921325684,-2.5873515605926514,-2.5873045921325684,3.411078453063965,0.5838634967803955,5.595815181732178,,,,,,,,,,
0,,,99,,,,,,,,,,3.905740737915039,-3.1526236534118652,-3.1526236534118652,-3.1526236534118652,3.8604047298431396,0.5680482387542725,4.803831577301025,4.803831577301025
0,,,99,,,,,,,,2.0296013355255127,,,,,,,,,
,,,0,,,,,,,,,168.10900000000038,,,,,,,,
,1004817408,1474297856,1,,,,,,,,,,,,,,,,,
